"geneid"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"change"
"CG14642"	103.117279132179	-0.189446085602296	0.31230086826994	-0.606614021445967	0.544107092846302	0.960377085714278	"unchanged"
"CG34305"	223.967137512799	0.741500629105168	0.266956266880008	2.77761087151574	0.00547601543793807	0.0820270907542376	"unchanged"
"TwdlU"	7.46443196300046	-2.25828814329979	0.978393742439216	-2.30815881719531	0.0209903047932998	0.223104206502127	"downregulated"
"TwdlF"	532.213289496343	-4.3124018672693	1.0563963676191	-4.08218165023474	4.46149028532682e-05	0.00144400913252765	"downregulated"
"TwdlG"	97.9404511661154	-3.03162123622119	0.50816180531575	-5.96585812728972	2.4335166446339e-09	1.77614050405327e-07	"downregulated"
"TwdlV"	113.32665771369	-1.57026623151965	1.24779740241544	-1.25843043788999	0.208236129745748	0.770493721193312	"downregulated"
"CG1092"	393.996062562146	-0.275923501000588	0.274949338081159	-1.00354306333751	0.31559891018154	0.876216019459854	"unchanged"
"CG9766"	2.43865091038554	-0.347536347625158	1.18165907947152	-0.294108811638453	0.768674757799759	0.994330060468377	"unchanged"
"cpx"	606.958199487685	-0.18513672557766	0.306067056649858	-0.60488942391947	0.545252470830144	0.960377085714278	"unchanged"
"Nepl11"	1767.03806633004	-0.409350209277463	0.158247772957048	-2.58676758369656	0.00968809149008145	0.126963907307346	"unchanged"
"Vps24"	331.902917738523	-0.322641298671525	0.172629672347212	-1.86897938392997	0.0616256826765603	0.437291237501862	"unchanged"
"MP1"	1160.7843181533	-0.309872851705704	0.085749198236037	-3.61371135917486	0.000301845080136908	0.00761616066470737	"unchanged"
"asRNA:CR46140"	8.9150007941626	0.198667446882274	1.08190767581744	0.183626987147651	0.854306090425036	0.996185197594345	"unchanged"
"Suv3"	938.768336065253	-0.118715413321377	0.135662266838584	-0.875080566526495	0.381530070197725	0.910702672943673	"unchanged"
"Syt14"	7.87914858833864	-0.255251311662416	0.717012772305004	-0.355992698486878	0.721846033239025	0.991966959591616	"unchanged"
"CG9795"	147.253806017615	-0.103440272796296	0.214319267897296	-0.482645698686623	0.629347325373906	0.981253414659143	"unchanged"
"CG9776"	677.447452331825	-0.015167734746631	0.12117729758368	-0.125169772301258	0.900389147216471	0.999141221526602	"unchanged"
"Skp2"	329.608430223818	-0.101215989763032	0.170845908911584	-0.592440231129055	0.553555832896334	0.964370561287584	"unchanged"
"CG1103"	143.916801621752	-0.49147613592974	0.164396389836199	-2.98957985889736	0.00279361410636141	0.0494797286753751	"unchanged"
"hkb"	0.779948202174815	-0.0894828490725958	2.01435374061062	-0.0444226092312218	0.964567539875318	NA	"unchanged"
"CG1090"	29.8353901452632	-0.245919036541969	0.38574118955282	-0.637523404817246	0.523783969704275	0.95887709871213	"unchanged"
"lncRNA:CR44922"	26.498337744935	-0.174127744902224	0.371744087739912	-0.468407570274665	0.639493155399177	0.983383493349272	"unchanged"
"Sfxn1-3"	4951.52414577489	0.084016461614896	0.134969738752895	0.622483694428088	0.533623862235597	0.959681212447077	"unchanged"
"Cont"	458.744024143364	-0.00671372930737285	0.173181948570344	-0.0387669116948745	0.969076225635795	0.999865526907439	"unchanged"
"tub"	648.929450038975	-0.00972937301686203	0.107748147461801	-0.0902973577370445	0.928050919795882	0.999141221526602	"unchanged"
"CG14646"	250.152370478029	-0.0937093708666124	0.127887121574934	-0.732750645354891	0.463710528404381	0.93890374164916	"unchanged"
"CG34112"	63.7145154011507	0.051637445003096	0.281004958889915	0.183759906611916	0.854201810338552	0.996185197594345	"unchanged"
"asRNA:CR46139"	2.93296588014907	-0.553957345070568	1.23021696041052	-0.45029239792444	0.652499619777893	0.98713950405424	"unchanged"
"asRNA:CR45999"	16.1325166529403	0.908847196360273	0.500897458177984	1.81443762894347	0.0696103769641908	0.467003608566055	"unchanged"
"CG9855"	356.260642004474	0.0913369012519464	0.137986578260049	0.661925981524185	0.508018659798698	0.954877412973189	"unchanged"
"CG9853"	525.315607798811	0.016055937963925	0.129543626997955	0.123942322258573	0.90136094295955	0.999141221526602	"unchanged"
"CG14647"	135.9568550637	0.135326577696565	0.191256950720459	0.707564233282993	0.479215910580145	0.94308234302553	"unchanged"
"lncRNA:CR45187"	9.40697443086689	1.07749419740984	0.839641543066267	1.2832788066619	0.199394414924673	0.757059714373132	"upregulated"
"lost"	10500.4981672149	0.0517008660923222	0.087344686927781	0.591917698841486	0.553905701425514	0.964567574540027	"unchanged"
"CG32944"	12.5824336072565	-0.169840782339296	0.571910837164781	-0.296970736175018	0.766488850963865	0.994330060468377	"unchanged"
"srl"	972.692882077305	-0.188957921380551	0.189831012904023	-0.995400690803284	0.319541422764913	0.877482541574957	"unchanged"
"eIF3a"	4544.0765384937	-0.0591231619175176	0.123951839558961	-0.476984949379425	0.633372839020814	0.982272591137161	"unchanged"
"CG1074"	278.004763129442	-0.100123417206386	0.176674793094582	-0.566710255903827	0.570911051767399	0.968136840077071	"unchanged"
"CG9804"	205.767723334801	0.244823256131639	0.165091312024269	1.48295663248257	0.13808593333247	0.657449383487428	"unchanged"
"asRNA:CR44134"	1.85874044279682	-0.602240519058816	1.39093073964589	-0.432976640671653	0.665031740139966	0.98713950405424	"unchanged"
"CG14650"	454.443750352842	-0.265515298146698	0.107967134930686	-2.45922333974275	0.0139237968165461	0.163875855389545	"unchanged"
"CG31522"	859.01228298921	0.0376009801066359	0.174462768129216	0.215524380988766	0.829358505400069	0.996185197594345	"unchanged"
"asRNA:CR43629"	37.9998323936298	0.219028618282455	0.414590422780984	0.528301201010043	0.597290298172679	0.978281257263842	"unchanged"
"CG31523"	840.550253871172	-0.245358520791086	0.114454258338163	-2.14372557520889	0.0320548817169688	0.293065686974583	"unchanged"
"Fip1"	376.550403888514	0.00563862728915093	0.142526742481717	0.0395618898669085	0.968442411117566	0.999865526907439	"unchanged"
"CG34357"	48.0048271725469	-0.267154988146964	0.306070549882792	-0.872854275752009	0.382742511512836	0.910992517553532	"unchanged"
"lncRNA:CR44317"	1.78172385187847	-0.694944530514594	1.63565437760091	-0.424872479193253	0.670929637853742	0.98713950405424	"unchanged"
"5-HT2A"	7.7660407700603	0.00164108081554348	0.704032661739283	0.00233097255955321	0.998140154667302	0.999865526907439	"unchanged"
"CG9775"	984.277989336488	0.144889249773052	0.10065910270674	1.43940533818558	0.150035712792244	0.675284302338971	"unchanged"
"MED31"	171.839075788893	0.143990835957372	0.158961361700782	0.90582286422792	0.365029617041409	0.90348571563749	"unchanged"
"slx1"	14.6897847562892	0.614416281751124	0.498334824201424	1.23293868281375	0.217598641859906	0.782793658692186	"unchanged"
"Dlip2"	95.4536309836559	0.0672585975576784	0.180358003586083	0.372917177060991	0.70921008726683	0.990943141749501	"unchanged"
"rpk"	4.85132604317625	0.477525022552954	1.13210112091875	0.4218042131832	0.673167930205508	0.98713950405424	"unchanged"
"Karybeta3"	5486.21595816514	0.14612728762864	0.0994886411858653	1.46878363084329	0.141891485311106	0.662830714243245	"unchanged"
"spartin"	45.0024062941019	-0.906904711039178	0.285945778541357	-3.17159678196826	0.00151603342492941	0.0303625478749674	"unchanged"
"smash"	634.236011210614	-0.0977266054929412	0.218900607327023	-0.446442824833939	0.655277404237868	0.98713950405424	"unchanged"
"eIF3f1"	2444.42537752173	0.227119887751077	0.120541160538032	1.88416874980574	0.0595421531524219	0.429419662915038	"unchanged"
"Nep2"	712.853171866109	-0.71988402836275	0.167201645691117	-4.30548410804904	1.66620952557625e-05	0.00061216312806222	"unchanged"
"tacc"	900.979367790173	-0.194995580923229	0.118665048100178	-1.64324360074933	0.100332542157456	0.561775545279271	"unchanged"
"atms"	407.43466207917	0.101179750424853	0.109820299377085	0.921321021694154	0.356882849007442	0.898403005313874	"unchanged"
"CG44098"	185.133688601665	-0.202791061756608	1.30729932187287	-0.155122134895691	0.87672503227929	0.998177833534809	"unchanged"
"CG14655"	35.3929124605056	0.25586196534463	0.308523620209584	0.829310783954951	0.406928570248987	0.921189272852398	"unchanged"
"CG17387"	0.819106631028404	1.19126505455689	2.0221643447408	0.58910397547811	0.555791526734362	NA	"upregulated"
"ctrip"	1719.3087380757	-0.228759027423657	0.18873496912594	-1.21206487850701	0.225487546633172	0.789227330891429	"unchanged"
"Hus1-like"	54.9389102874137	0.300961021368387	0.280656078856816	1.07234813011811	0.283563696325662	0.84586253883474	"unchanged"
"CG1129"	534.496093241988	0.0989626899586872	0.113590514273609	0.871223187882681	0.383632301372035	0.911383526617594	"unchanged"
"BBS5"	1.3542047234342	1.16880335110752	2.0639927478435	0.566282683080506	0.571201630376217	NA	"upregulated"
"CG14657"	177.240107322322	-0.116942503692245	0.183127579792427	-0.638584880686997	0.523093019592758	0.95887709871213	"unchanged"
"opa"	9.2849148750808	-0.34963211210863	0.600940617505249	-0.581808088726132	0.560695955063389	0.966640537621173	"unchanged"
"Gnf1"	267.783022562924	0.124111538283974	0.143901294572761	0.862476871055659	0.388425155311307	0.913185048854545	"unchanged"
"Cdep"	772.447796380653	-0.043439628766688	0.143932381122768	-0.301805809282319	0.762800102094054	0.994117480725792	"unchanged"
"snRNA:U1:82Eb"	1.4535921642741	-1.53915243106444	1.82499624995684	-0.843372928081818	0.399019907618675	NA	"downregulated"
"Ubc6"	1078.16349249293	0.0628883956544703	0.0870826467843234	0.722169088523748	0.470190525654376	0.940317010997547	"unchanged"
"CG14661"	12.8491812683128	1.02846990374111	0.645536065893643	1.59320285585803	0.111114690777103	0.592629849044135	"upregulated"
"CG2016"	141.690718360457	-3.38207556597896	1.14477727808131	-2.95435245853888	0.00313325933970821	0.0540003095393452	"downregulated"
"CG1124"	99.5449123388881	1.1896244871218	0.260141242949834	4.57299455339041	4.80802642324057e-06	0.000202663904467989	"upregulated"
"CG14662"	3.71374146013363	-0.10388343873344	1.11793360733618	-0.0929245154199934	0.925963529521479	0.999141221526602	"unchanged"
"corto"	136.446924581269	-0.277756872846761	0.260396178856421	-1.06667031008897	0.28612073856689	0.848472794436385	"unchanged"
"CG12007"	283.648154750361	0.125038068826502	0.176479674271999	0.708512577112914	0.478627004589006	0.94229705137056	"unchanged"
"dpr16"	6.0889541473502	-0.854856504364597	0.883620627333922	-0.967447429270508	0.333320409620908	0.885211540722254	"unchanged"
"CG12590"	2.79543044248061	0.418984625118139	1.6372419739594	0.255908797711124	0.798021261188092	0.996185197594345	"unchanged"
"cno"	260.471455210795	-0.362574994843705	0.240999863002233	-1.50446141473676	0.132462601241133	0.647138719001494	"unchanged"
"CG1116"	129.927815960143	-0.10418224541927	0.176679139186008	-0.589669192974654	0.555412452910305	0.964660705637678	"unchanged"
"Sccpdh1"	1773.14388002679	0.0197597508320827	0.0836734973213482	0.23615304086305	0.813313916955625	0.996185197594345	"unchanged"
"Vps37B"	235.527443677131	0.115031057503493	0.16501394940126	0.697098990242182	0.485740846081388	0.94803153286703	"unchanged"
"Kat60"	228.477483987189	0.0123844435232511	0.147294784001991	0.0840793080838742	0.93299337613815	0.999141221526602	"unchanged"
"Mms19"	490.468699538474	0.202448037138064	0.116263289159393	1.74128943539963	0.0816328571016408	0.508916493542036	"unchanged"
"rtp"	1.52011271077279	0.132735047885364	1.41400534086355	0.093871673641842	0.925211095612304	NA	"unchanged"
"CG12163"	746.735306274014	0.191267364371193	0.150861096234449	1.2678375614741	0.204855965428409	0.767945061714565	"unchanged"
"CG33293"	3.80277813124067	1.68073685814548	1.056238508691	1.59124747328937	0.111553892821564	0.593843553439646	"upregulated"
"asRNA:CR44019"	0.908288102564118	3.44285853592166	2.71650710445031	1.26738432978195	0.20501790015864	NA	"upregulated"
"CG1113"	1.24234581415078	-1.0983823868658	1.78427152370593	-0.615591501782457	0.538164161481006	NA	"downregulated"
"CG12173"	642.160916473909	-0.110428436157748	0.149598219723595	-0.738166780071187	0.460413107112753	0.936169251002037	"unchanged"
"Hph"	186.461348997607	-0.0641615617466595	0.196462297263876	-0.326584604986481	0.743982089052438	0.992645639295372	"unchanged"
"lncRNA:CR45793"	1.74797769393526	0.752736798880996	1.6094407656277	0.467700840538497	0.639998539929555	0.983561579856313	"unchanged"
"mtd"	1191.09486440824	-0.12984144068002	0.161220815003531	-0.805364001398806	0.420609658828486	0.921550572718677	"unchanged"
"CG31538"	2.32024952292193	-0.195446867039587	1.17608083521298	-0.16618489238811	0.868011448254678	0.997204168916343	"unchanged"
"CG11999"	670.662672040076	0.0647920749524186	0.13532878187771	0.478775276429872	0.632098506974543	0.982272591137161	"unchanged"
"CG1161"	575.220976960132	-0.141006538833803	0.119538108015251	-1.17959486874105	0.238161384758774	0.801161761049682	"unchanged"
"Prosbeta7"	2234.67204471573	0.14217558156653	0.113262308855553	1.25527709087981	0.209378188577873	0.771037206615841	"unchanged"
"Cerk"	229.802249605684	0.246748698497931	0.150991600018288	1.63418824933337	0.102219329122362	0.566294041877578	"unchanged"
"RpII18"	414.388506808533	0.0395619965638514	0.121791105806226	0.324834858029746	0.745306061040251	0.992645639295372	"unchanged"
"hd"	96.9362921857279	-0.0245349940751391	0.266066551695659	-0.0922137484729894	0.926528214885657	0.999141221526602	"unchanged"
"CG14667"	111.066751805203	0.00869331498010144	0.197895120459723	0.0439289001159115	0.964961078569706	0.999865526907439	"unchanged"
"7B2"	92.2323297192968	0.340522097049946	0.243232446094363	1.39998631974387	0.161517415126933	0.696668025499718	"unchanged"
"kkv"	465.119050553235	-1.05329083354961	0.25222435729033	-4.17600760237915	2.96669908298301e-05	0.00101775560023471	"downregulated"
"CG1172"	254.709263234428	0.136942996484574	0.143132479577216	0.95675696312309	0.338689939212247	0.888387141566134	"unchanged"
"CG2663"	196.374101435368	-1.18638575624748	0.257936940804213	-4.59951859764054	4.23468388340764e-06	0.00018202445546268	"downregulated"
"Orco"	3.02915740644968	0.369679873127268	0.950621565949447	0.38888227068365	0.697363237869282	0.9890652711621	"unchanged"
"CG14669"	43.4065024608417	-0.509927430933461	0.405679457881236	-1.25697128860477	0.208764032364114	0.770825603379993	"unchanged"
"PEK"	941.872534781001	0.0874426019866442	0.106773648674195	0.818953019517611	0.412813218351241	0.921189272852398	"unchanged"
"RpL35A"	9703.65451319234	0.393372594869753	0.133419706528502	2.94838450109855	0.00319439480525818	0.054722319815229	"unchanged"
"POLDIP2"	654.928076467283	0.20972045813025	0.166509061149258	1.25951378671373	0.207844813685541	0.770124282742807	"unchanged"
"mRpL44"	1051.61440770965	0.178870458607775	0.142050823279595	1.25920043599965	0.20795794413109	0.770124282742807	"unchanged"
"Snr1"	222.700090836989	0.00266552609946367	0.146069756542343	0.018248309318507	0.985440763778027	0.999865526907439	"unchanged"
"Hcs"	370.585656535289	-0.119467942572582	0.141263766183067	-0.845708321394749	0.397715479830556	0.9171122746361	"unchanged"
"ksr"	165.508269419971	0.164613425367651	0.145870239464711	1.12849218573795	0.259112115169637	0.821528936580118	"unchanged"
"CG31550"	453.986478942231	0.0540000028615876	0.14947847686856	0.361256041624448	0.717908051573318	0.991966959591616	"unchanged"
"NKCC"	195.105616981892	0.429348672092318	0.163077899455578	2.63278269787423	0.00846885117592723	0.115187049416662	"unchanged"
"Nmdar1"	29.516510920109	0.00447887267809513	0.366635057843286	0.0122161604087778	0.990253156645819	0.999865526907439	"unchanged"
"Itp-r83A"	949.581176137507	-0.378435418571462	0.248769967458111	-1.52122630572433	0.128203056255867	0.638083464778936	"unchanged"
"CG2519"	497.99907080492	-0.0812010517862898	0.192584882337026	-0.421637725666269	0.673289465497734	0.98713950405424	"unchanged"
"mia"	39.4512816900688	0.465032022916772	0.302460883475267	1.537494758243	0.124172197685027	0.627496584491019	"unchanged"
"Pcmt"	240.52073444277	0.410825381967071	0.162536955253762	2.52758138188122	0.0114851202593241	0.142743637508742	"unchanged"
"Snm1"	51.5518489322227	-0.0140115203965649	0.41903601243502	-0.0334375089032179	0.973325698596377	0.999865526907439	"unchanged"
"Pi4KIIalpha"	342.377082490883	-0.137306177924865	0.148706004195854	-0.923339838679443	0.355830132893106	0.897285957836111	"unchanged"
"CG14671"	236.34197398435	0.445263118141434	0.144444059234485	3.08259903869504	0.00205201435653481	0.039496736508524	"unchanged"
"CG12746"	594.460736080491	0.0163363968125549	0.138521661605027	0.117933878523169	0.906120049372402	0.999141221526602	"unchanged"
"CG2931"	201.035815272327	0.194753412197063	0.187752100851097	1.03729018910695	0.299600636698677	0.861691569910016	"unchanged"
"Rheb"	715.244917330689	0.185570346113675	0.106479076956003	1.7427869532561	0.0813708361270276	0.508567725793923	"unchanged"
"CRMP"	255.024740151819	0.0744978583638608	0.221130019434461	0.336896177888415	0.73619516667657	0.992407641226198	"unchanged"
"CG2926"	822.226377546996	-0.229785802765191	0.199052777764111	-1.15439636334792	0.248337705442356	0.811493302908575	"unchanged"
"Rev7"	54.6469253736923	-0.00918915829354	0.279744092070437	-0.0328484445391835	0.973795445881533	0.999865526907439	"unchanged"
"noi"	398.451958445116	0.103067304731391	0.142195218930087	0.724829607541629	0.468556569640524	0.940307691744153	"unchanged"
"Vha26"	6744.28536978719	0.0579707897948705	0.0805581415771331	0.719614289256715	0.471762511608578	0.940388814306119	"unchanged"
"kra"	13880.1523239058	-0.0295344625003866	0.092694054797173	-0.318623050475157	0.750012372027149	0.993684561243802	"unchanged"
"snoRNA:Psi28S-3385b"	3.29555715942275	0.0148094075428866	1.19682981691196	0.0123738624603268	0.990127338123994	0.999865526907439	"unchanged"
"snoRNA:Psi28S-3385a"	3.91989733673768	0.229071617991497	0.900745892543152	0.254313252925017	0.79925356195854	0.996185197594345	"unchanged"
"snoRNA:Psi28S-3091b"	4.33746192091439	1.49560504313611	1.00633515947506	1.48618979378229	0.137228926383279	0.656084413126579	"upregulated"
"snoRNA:Psi28S-3091a"	3.56347503107971	-0.0881885625436679	0.986102559869895	-0.089431430494718	0.928739045617137	0.999141221526602	"unchanged"
"snoRNA:Psi28S-3571"	3.25233684922625	-0.949465415687132	1.21940074936809	-0.778632796625029	0.436196053833138	0.927577646741372	"unchanged"
"snoRNA:Psi28S-3186"	3.82061546534456	-0.38690834268642	0.905414717137392	-0.427327207480888	0.669141018553427	0.98713950405424	"unchanged"
"snoRNA:Psi28S-2442b"	5.76307587917714	-0.186991389099197	0.858346924129196	-0.217850596119864	0.827545521161507	0.996185197594345	"unchanged"
"snoRNA:Psi28S-2442a"	2.98228106229222	-0.0928257637076766	1.11313449074299	-0.0833913282533524	0.933540383547314	0.999141221526602	"unchanged"
"CG1427"	219.363163143597	0.231320468658528	0.150079263005443	1.54132199230042	0.123238438985199	0.624810267582305	"unchanged"
"asl"	98.588501345101	-0.18620728110445	0.262295035169708	-0.709915385870615	0.477756608718182	0.942295726019508	"unchanged"
"Rga"	680.632877832815	0.027650625999184	0.0996745029613865	0.277409218783822	0.781465903740341	0.996185197594345	"unchanged"
"asRNA:ASTR"	3.08793341914987	-0.205555259548849	1.15783201096904	-0.17753461434946	0.859088478726212	0.996185197594345	"unchanged"
"sisRNA:1"	2.70719891446648	-0.461846713903134	0.965664222439186	-0.47826843241282	0.632459161444882	0.982272591137161	"unchanged"
"asRNA:CR46135"	5.2140473100227	-0.737901397307231	0.80276075785109	-0.919204619920036	0.357988555133979	0.898447721936346	"unchanged"
"Atu"	372.88644206157	0.199188914677201	0.135928047472865	1.46539966092696	0.142811909905464	0.664561198212205	"unchanged"
"Spec2"	101.780048097063	-0.169005295154369	0.188027756902036	-0.89883162964297	0.368742349810522	0.903942182796303	"unchanged"
"CG2911"	101.045044016621	-0.0890488662073009	0.257702082852108	-0.34554965649387	0.729681185989962	0.992407641226198	"unchanged"
"RpL13A"	18915.0548230874	0.259611659141838	0.129322637518641	2.00747266003152	0.0446993589013233	0.359279769439683	"unchanged"
"snoRNA:Me28S-U2134b"	0.841125052867198	-1.41481546222248	2.79023072174074	-0.507060384361268	0.612112450331793	NA	"downregulated"
"CG31549"	290.501485823959	0.0887666223717969	0.170491929590301	0.520649995487215	0.602610614558699	0.978381965183825	"unchanged"
"CG12171"	2026.4576893749	0.199647568066228	0.141398789148186	1.41194680144677	0.157965625813994	0.69297143232238	"unchanged"
"CG31546"	3.33379011873382	3.39190986967651	1.695023112781	2.00109948006046	0.0453816703770101	0.362619886370305	"upregulated"
"CG31548"	1690.29378327793	0.180881228840376	0.153057376627379	1.18178707113695	0.237290199090686	0.799420977419828	"unchanged"
"CG12170"	473.035835843089	0.289600525912642	0.166531640497746	1.73901202826716	0.0820326471991391	0.50977430759465	"unchanged"
"MTA1-like"	583.116530233422	-0.294118954025574	0.104989763034438	-2.80140601830961	0.00508804588529887	0.0781934842707641	"unchanged"
"Sec23"	3237.9170010638	-0.0456579372686984	0.0805667075154887	-0.566709732552007	0.570911407394415	0.968136840077071	"unchanged"
"elm"	1512.01857267706	0.111825973713016	0.116964632125301	0.956066562011837	0.339038607032746	0.88844639410853	"unchanged"
"MED27"	90.144887406611	0.0887491208915556	0.195541320434822	0.453863770042085	0.649926881534281	0.987006680168316	"unchanged"
"CG2182"	557.217664414803	0.090812385451233	0.104083891500404	0.872492218941302	0.382939911188292	0.911063560309051	"unchanged"
"asRNA:CR44093"	4.0156113282126	-0.0992391434437659	1.01583538256974	-0.0976921508608236	0.922176748449041	0.999141221526602	"unchanged"
"Wdr33"	413.585430590975	-0.0391768060755474	0.128806063460867	-0.304153430536674	0.761011002099499	0.994117480725792	"unchanged"
"asRNA:CR46134"	1.31685690093956	0.887108093815347	2.14459809441271	0.413647711488001	0.679132126040007	NA	"unchanged"
"Xe7"	579.329462707399	0.0921792344933421	0.105083645701056	0.877198672337424	0.380378737094235	0.910568437983806	"unchanged"
"Atg17"	276.160915775439	-0.290038326788533	0.213137954828731	-1.36080092830766	0.173576608482632	0.716646020215879	"unchanged"
"Rab23"	66.375105148448	-0.210873934360458	0.265018987791387	-0.795693682621902	0.42621009962863	0.92293814717218	"unchanged"
"plx"	111.04851090915	0.182898148358534	0.485101330306296	0.377030811775038	0.706150707240972	0.990943141749501	"unchanged"
"cas"	59.8916476287947	-0.0460798581647457	0.323804453304804	-0.142307672715575	0.886836986257852	0.998982489124049	"unchanged"
"CG1239"	70.5275900627325	0.444489138927607	0.280238121855321	1.5861123247075	0.112713831556567	0.596245188060925	"unchanged"
"CG2100"	223.24495354505	-0.212383539173522	0.143963125322021	-1.47526346554687	0.140141724626584	0.660119106945509	"unchanged"
"CG1236"	622.841130738632	0.0607856291410735	0.106005015707857	0.573422198328756	0.566358863661227	0.966919837259578	"unchanged"
"Sym"	255.547560112968	0.047917774140549	0.14265616886014	0.335896964873125	0.736948565902846	0.992407641226198	"unchanged"
"Madm"	260.591307710044	0.0974592348768627	0.149703425338536	0.651015396985541	0.515036547802373	0.955969014738147	"unchanged"
"CG2091"	186.353467657489	0.154333368092277	0.142966065837016	1.07951049214867	0.280360219070427	0.842009771441837	"unchanged"
"Sec8"	588.106247646727	-0.205229597629089	0.105050189312824	-1.95363377230996	0.0507445436555521	0.390826425109156	"unchanged"
"CG2082"	51.7976814919678	-0.0238994700759694	0.24986382537013	-0.095649980706757	0.923798568279941	0.999141221526602	"unchanged"
"jagn"	1140.20887847733	0.00667039173589853	0.0808763107731672	0.0824764590784426	0.934267837479928	0.999141221526602	"unchanged"
"kat-60L1"	10.178898250339	0.418066229042751	0.684778678335595	0.610512917923922	0.541522088836994	0.959681212447077	"unchanged"
"Hat1"	240.868168827814	0.109693534781015	0.137958595706455	0.795119247331412	0.426544139504527	0.92293814717218	"unchanged"
"Rpn5"	2084.2756312973	-0.0545730646930997	0.0836419915317503	-0.652460130296921	0.514104384920882	0.955373081964062	"unchanged"
"CG1218"	148.011901684395	0.1243829716038	0.192143994843092	0.647342487624312	0.51741030914638	0.957433573586334	"unchanged"
"CG2046"	441.889848807287	0.0733877874005896	0.143495572011662	0.511428933811458	0.609050739003044	0.97852580011111	"unchanged"
"CG10979"	139.598261423836	-0.091812039437191	0.248929734499046	-0.368827129559095	0.712256581669176	0.991051810748337	"unchanged"
"CG11000"	37.540691570343	-0.544657080794736	0.388921029101192	-1.40043103879843	0.16138428071589	0.696668025499718	"unchanged"
"CG42675"	61.4117034768917	0.169513970424221	0.226455819750825	0.748552060224117	0.454127235859924	0.933874430258163	"unchanged"
"Hpr1"	216.664449319622	0.3111335496233	0.143572439695813	2.16708408857925	0.0302284429383717	0.283881102724345	"unchanged"
"CG46303"	12.8903855945179	3.64351641102541	1.42674953709803	2.55371830604285	0.0106579443308981	0.135634353836384	"upregulated"
"CG2023"	107.050123751292	-0.098303112340915	0.247184074857717	-0.397691932206797	0.69085728514665	0.987915636193263	"unchanged"
"dgrn"	120.019978426679	0.148068735757192	0.215605223930855	0.686758572253695	0.492234880012653	0.951925189793771	"unchanged"
"CG1208"	538.198555886419	0.267720397718322	0.182835542092107	1.46426889791184	0.143120491684361	0.665143310712573	"unchanged"
